race,candidate,precinct_name,precinct_code,votes,county_code
DISTRICT COURT District Court Judge Department 3,Marilyn Paja,MULLENIX 260,100260,493,KP
DISTRICT COURT District Court Judge Department 4,Kevin P. Kelly,MULLENIX 260,100260,497,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Heather Pauley,MULLENIX 260,100260,261,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Nate Andrews,MULLENIX 260,100260,326,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,MULLENIX 260,100260,258,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,MULLENIX 260,100260,560,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,MULLENIX 260,100260,516,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,MULLENIX 260,100260,298,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,MULLENIX 260,100260,337,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,MULLENIX 260,100260,480,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,MULLENIX 260,100260,519,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,MULLENIX 260,100260,257,KP
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 1 School Construction for a Comprehensive High School #2 General Obligation Bonds - $184,680,000",Approved,MULLENIX 260,100260,428,KP
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 1 School Construction for a Comprehensive High School #2 General Obligation Bonds - $184,680,000",Rejected,MULLENIX 260,100260,385,KP
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 2 Capital Projects, School Safety and Security and Technology Levies",Yes,MULLENIX 260,100260,430,KP
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 2 Capital Projects, School Safety and Security and Technology Levies",No,MULLENIX 260,100260,387,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,MULLENIX 260,100260,365,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,MULLENIX 260,100260,445,KP
U.S. Senator,Maria Cantwell,BANDIX 263,100263,372,KP
U.S. Senator,Susan Hutchison,BANDIX 263,100263,561,KP
Congressional District 6 - U.S. Representative,Derek Kilmer,BANDIX 263,100263,459,KP
Congressional District 6 - U.S. Representative,Douglas Dightman,BANDIX 263,100263,477,KP
Supreme Court - Justice Position 2,Susan Owens,BANDIX 263,100263,536,KP
Supreme Court - Justice Position 8,Nathan Choi,BANDIX 263,100263,266,KP
Supreme Court - Justice Position 8,Steve Gonzalez,BANDIX 263,100263,382,KP
Supreme Court - Justice Position 9,Sheryl Gordon McCloud,BANDIX 263,100263,531,KP
"Court of Appeals, Division 2, District 2 - Judge Position 2",Rebecca Glasgow,BANDIX 263,100263,511,KP
Legislative District 26 - State Senator,Emily Randall,BANDIX 263,100263,349,KP
Legislative District 26 - State Senator,Marty McClendon,BANDIX 263,100263,568,KP
Legislative District 26 - State Representative Pos. 1,Connie FitzPatrick,BANDIX 263,100263,346,KP
Legislative District 26 - State Representative Pos. 1,Jesse L. Young,BANDIX 263,100263,575,KP
Legislative District 26 - State Representative Pos. 2,Joy Stanford,BANDIX 263,100263,333,KP
Legislative District 26 - State Representative Pos. 2,Michelle Caldier,BANDIX 263,100263,586,KP
Kitsap County Commissioner District 3,Edward Wolfe,BANDIX 263,100263,646,KP
Kitsap County Assessor,Phil Cook,BANDIX 263,100263,640,KP
Kitsap County Auditor,Paul Andrews,BANDIX 263,100263,439,KP
Kitsap County Auditor,Richard Huddy,BANDIX 263,100263,220,KP
Kitsap County Clerk,Alison Sonntag,BANDIX 263,100263,554,KP
Kitsap County Coroner,Russ Reuther,BANDIX 263,100263,523,KP
Kitsap County Coroner,Jeff Wallis,BANDIX 263,100263,303,KP
Kitsap County Prosecuting Attorney,Chad M. Enright,BANDIX 263,100263,546,KP
Kitsap County Sheriff,Gary L. Simpson,BANDIX 263,100263,553,KP
Kitsap County Treasurer,Meredith Green,BANDIX 263,100263,537,KP
DISTRICT COURT District Court Judge Department 1,Claire A. Bradley,BANDIX 263,100263,510,KP
DISTRICT COURT District Court Judge Department 2,Jeffrey J. Jahns,BANDIX 263,100263,499,KP
DISTRICT COURT District Court Judge Department 3,Marilyn Paja,BANDIX 263,100263,518,KP
DISTRICT COURT District Court Judge Department 4,Kevin P. Kelly,BANDIX 263,100263,512,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Heather Pauley,BANDIX 263,100263,284,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Nate Andrews,BANDIX 263,100263,365,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,BANDIX 263,100263,271,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,BANDIX 263,100263,682,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,BANDIX 263,100263,633,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,BANDIX 263,100263,317,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,BANDIX 263,100263,358,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,BANDIX 263,100263,593,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,BANDIX 263,100263,598,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,BANDIX 263,100263,297,KP
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 1 School Construction for a Comprehensive High School #2 General Obligation Bonds - $184,680,000",Approved,BANDIX 263,100263,444,KP
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 1 School Construction for a Comprehensive High School #2 General Obligation Bonds - $184,680,000",Rejected,BANDIX 263,100263,493,KP
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 2 Capital Projects, School Safety and Security and Technology Levies",Yes,BANDIX 263,100263,466,KP
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 2 Capital Projects, School Safety and Security and Technology Levies",No,BANDIX 263,100263,474,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,BANDIX 263,100263,449,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,BANDIX 263,100263,493,KP
U.S. Senator,Maria Cantwell,OLALLA 265,100265,299,KP
U.S. Senator,Susan Hutchison,OLALLA 265,100265,309,KP
Congressional District 6 - U.S. Representative,Derek Kilmer,OLALLA 265,100265,331,KP
Congressional District 6 - U.S. Representative,Douglas Dightman,OLALLA 265,100265,268,KP
Supreme Court - Justice Position 2,Susan Owens,OLALLA 265,100265,347,KP
Supreme Court - Justice Position 8,Nathan Choi,OLALLA 265,100265,167,KP
Supreme Court - Justice Position 8,Steve Gonzalez,OLALLA 265,100265,276,KP
Supreme Court - Justice Position 9,Sheryl Gordon McCloud,OLALLA 265,100265,343,KP
"Court of Appeals, Division 2, District 2 - Judge Position 2",Rebecca Glasgow,OLALLA 265,100265,336,KP
Legislative District 26 - State Senator,Emily Randall,OLALLA 265,100265,291,KP
Legislative District 26 - State Senator,Marty McClendon,OLALLA 265,100265,308,KP
Legislative District 26 - State Representative Pos. 1,Connie FitzPatrick,OLALLA 265,100265,287,KP
Legislative District 26 - State Representative Pos. 1,Jesse L. Young,OLALLA 265,100265,311,KP
Legislative District 26 - State Representative Pos. 2,Joy Stanford,OLALLA 265,100265,276,KP
Legislative District 26 - State Representative Pos. 2,Michelle Caldier,OLALLA 265,100265,321,KP
Kitsap County Commissioner District 3,Edward Wolfe,OLALLA 265,100265,384,KP
Kitsap County Assessor,Phil Cook,OLALLA 265,100265,386,KP
Kitsap County Auditor,Paul Andrews,OLALLA 265,100265,302,KP
Kitsap County Auditor,Richard Huddy,OLALLA 265,100265,155,KP
Kitsap County Clerk,Alison Sonntag,OLALLA 265,100265,379,KP
Kitsap County Coroner,Russ Reuther,OLALLA 265,100265,301,KP
Kitsap County Coroner,Jeff Wallis,OLALLA 265,100265,239,KP
Kitsap County Prosecuting Attorney,Chad M. Enright,OLALLA 265,100265,379,KP
Kitsap County Sheriff,Gary L. Simpson,OLALLA 265,100265,385,KP
Kitsap County Treasurer,Meredith Green,OLALLA 265,100265,369,KP
DISTRICT COURT District Court Judge Department 1,Claire A. Bradley,OLALLA 265,100265,337,KP
DISTRICT COURT District Court Judge Department 2,Jeffrey J. Jahns,OLALLA 265,100265,327,KP
DISTRICT COURT District Court Judge Department 3,Marilyn Paja,OLALLA 265,100265,341,KP
DISTRICT COURT District Court Judge Department 4,Kevin P. Kelly,OLALLA 265,100265,330,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Heather Pauley,OLALLA 265,100265,229,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Nate Andrews,OLALLA 265,100265,206,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,OLALLA 265,100265,223,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,OLALLA 265,100265,388,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,OLALLA 265,100265,384,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,OLALLA 265,100265,226,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,OLALLA 265,100265,298,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,OLALLA 265,100265,319,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,OLALLA 265,100265,354,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,OLALLA 265,100265,236,KP
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 1 School Construction for a Comprehensive High School #2 General Obligation Bonds - $184,680,000",Approved,OLALLA 265,100265,297,KP
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 1 School Construction for a Comprehensive High School #2 General Obligation Bonds - $184,680,000",Rejected,OLALLA 265,100265,314,KP
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 2 Capital Projects, School Safety and Security and Technology Levies",Yes,OLALLA 265,100265,296,KP
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 2 Capital Projects, School Safety and Security and Technology Levies",No,OLALLA 265,100265,311,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,OLALLA 265,100265,293,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,OLALLA 265,100265,322,KP
U.S. Senator,Maria Cantwell,CRESCENT VALLEY 266,100266,355,KP
U.S. Senator,Susan Hutchison,CRESCENT VALLEY 266,100266,412,KP
Congressional District 6 - U.S. Representative,Derek Kilmer,CRESCENT VALLEY 266,100266,423,KP
Congressional District 6 - U.S. Representative,Douglas Dightman,CRESCENT VALLEY 266,100266,337,KP
Supreme Court - Justice Position 2,Susan Owens,CRESCENT VALLEY 266,100266,438,KP
Supreme Court - Justice Position 8,Nathan Choi,CRESCENT VALLEY 266,100266,186,KP
Supreme Court - Justice Position 8,Steve Gonzalez,CRESCENT VALLEY 266,100266,369,KP
Supreme Court - Justice Position 9,Sheryl Gordon McCloud,CRESCENT VALLEY 266,100266,417,KP
"Court of Appeals, Division 2, District 2 - Judge Position 2",Rebecca Glasgow,CRESCENT VALLEY 266,100266,419,KP
Legislative District 26 - State Senator,Emily Randall,CRESCENT VALLEY 266,100266,355,KP
Legislative District 26 - State Senator,Marty McClendon,CRESCENT VALLEY 266,100266,402,KP
Legislative District 26 - State Representative Pos. 1,Connie FitzPatrick,CRESCENT VALLEY 266,100266,332,KP
Legislative District 26 - State Representative Pos. 1,Jesse L. Young,CRESCENT VALLEY 266,100266,419,KP
Legislative District 26 - State Representative Pos. 2,Joy Stanford,CRESCENT VALLEY 266,100266,299,KP
Legislative District 26 - State Representative Pos. 2,Michelle Caldier,CRESCENT VALLEY 266,100266,447,KP
Kitsap County Commissioner District 3,Edward Wolfe,CRESCENT VALLEY 266,100266,493,KP
Kitsap County Assessor,Phil Cook,CRESCENT VALLEY 266,100266,498,KP
Kitsap County Auditor,Paul Andrews,CRESCENT VALLEY 266,100266,354,KP
Kitsap County Auditor,Richard Huddy,CRESCENT VALLEY 266,100266,175,KP
Kitsap County Clerk,Alison Sonntag,CRESCENT VALLEY 266,100266,455,KP
Kitsap County Coroner,Russ Reuther,CRESCENT VALLEY 266,100266,393,KP
Kitsap County Coroner,Jeff Wallis,CRESCENT VALLEY 266,100266,278,KP
Kitsap County Prosecuting Attorney,Chad M. Enright,CRESCENT VALLEY 266,100266,441,KP
Kitsap County Sheriff,Gary L. Simpson,CRESCENT VALLEY 266,100266,447,KP
Kitsap County Treasurer,Meredith Green,CRESCENT VALLEY 266,100266,446,KP
DISTRICT COURT District Court Judge Department 1,Claire A. Bradley,CRESCENT VALLEY 266,100266,412,KP
DISTRICT COURT District Court Judge Department 2,Jeffrey J. Jahns,CRESCENT VALLEY 266,100266,407,KP
DISTRICT COURT District Court Judge Department 3,Marilyn Paja,CRESCENT VALLEY 266,100266,425,KP
DISTRICT COURT District Court Judge Department 4,Kevin P. Kelly,CRESCENT VALLEY 266,100266,410,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Heather Pauley,CRESCENT VALLEY 266,100266,265,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Nate Andrews,CRESCENT VALLEY 266,100266,261,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,CRESCENT VALLEY 266,100266,262,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,CRESCENT VALLEY 266,100266,513,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,CRESCENT VALLEY 266,100266,449,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,CRESCENT VALLEY 266,100266,322,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,CRESCENT VALLEY 266,100266,364,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,CRESCENT VALLEY 266,100266,413,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,CRESCENT VALLEY 266,100266,455,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,CRESCENT VALLEY 266,100266,285,KP
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 1 School Construction for a Comprehensive High School #2 General Obligation Bonds - $184,680,000",Approved,CRESCENT VALLEY 266,100266,409,KP
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 1 School Construction for a Comprehensive High School #2 General Obligation Bonds - $184,680,000",Rejected,CRESCENT VALLEY 266,100266,353,KP
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 2 Capital Projects, School Safety and Security and Technology Levies",Yes,CRESCENT VALLEY 266,100266,390,KP
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 2 Capital Projects, School Safety and Security and Technology Levies",No,CRESCENT VALLEY 266,100266,374,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,CRESCENT VALLEY 266,100266,371,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,CRESCENT VALLEY 266,100266,397,KP
U.S. Senator,Maria Cantwell,OVERLOOK 267,100267,341,KP
U.S. Senator,Susan Hutchison,OVERLOOK 267,100267,229,KP
Congressional District 6 - U.S. Representative,Derek Kilmer,OVERLOOK 267,100267,392,KP
Congressional District 6 - U.S. Representative,Douglas Dightman,OVERLOOK 267,100267,177,KP
Supreme Court - Justice Position 2,Susan Owens,OVERLOOK 267,100267,403,KP
Supreme Court - Justice Position 8,Nathan Choi,OVERLOOK 267,100267,183,KP
Supreme Court - Justice Position 8,Steve Gonzalez,OVERLOOK 267,100267,264,KP
Supreme Court - Justice Position 9,Sheryl Gordon McCloud,OVERLOOK 267,100267,396,KP
"Court of Appeals, Division 2, District 2 - Judge Position 2",Rebecca Glasgow,OVERLOOK 267,100267,395,KP
Legislative District 26 - State Senator,Emily Randall,OVERLOOK 267,100267,340,KP
Legislative District 26 - State Senator,Marty McClendon,OVERLOOK 267,100267,225,KP
Legislative District 26 - State Representative Pos. 1,Connie FitzPatrick,OVERLOOK 267,100267,333,KP
Legislative District 26 - State Representative Pos. 1,Jesse L. Young,OVERLOOK 267,100267,231,KP
Legislative District 26 - State Representative Pos. 2,Joy Stanford,OVERLOOK 267,100267,313,KP
Legislative District 26 - State Representative Pos. 2,Michelle Caldier,OVERLOOK 267,100267,242,KP
Kitsap County Commissioner District 3,Edward Wolfe,OVERLOOK 267,100267,366,KP
Kitsap County Assessor,Phil Cook,OVERLOOK 267,100267,368,KP
Kitsap County Auditor,Paul Andrews,OVERLOOK 267,100267,336,KP
Kitsap County Auditor,Richard Huddy,OVERLOOK 267,100267,138,KP
Kitsap County Clerk,Alison Sonntag,OVERLOOK 267,100267,425,KP
Kitsap County Coroner,Russ Reuther,OVERLOOK 267,100267,230,KP
Kitsap County Coroner,Jeff Wallis,OVERLOOK 267,100267,285,KP
Kitsap County Prosecuting Attorney,Chad M. Enright,OVERLOOK 267,100267,418,KP
Kitsap County Sheriff,Gary L. Simpson,OVERLOOK 267,100267,442,KP
Kitsap County Treasurer,Meredith Green,OVERLOOK 267,100267,427,KP
DISTRICT COURT District Court Judge Department 1,Claire A. Bradley,OVERLOOK 267,100267,397,KP
DISTRICT COURT District Court Judge Department 2,Jeffrey J. Jahns,OVERLOOK 267,100267,396,KP
DISTRICT COURT District Court Judge Department 3,Marilyn Paja,OVERLOOK 267,100267,395,KP
DISTRICT COURT District Court Judge Department 4,Kevin P. Kelly,OVERLOOK 267,100267,400,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Heather Pauley,OVERLOOK 267,100267,278,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Nate Andrews,OVERLOOK 267,100267,190,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,OVERLOOK 267,100267,235,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,OVERLOOK 267,100267,343,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,OVERLOOK 267,100267,352,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,OVERLOOK 267,100267,233,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,OVERLOOK 267,100267,315,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,OVERLOOK 267,100267,266,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,OVERLOOK 267,100267,313,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,OVERLOOK 267,100267,249,KP
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 1 School Construction for a Comprehensive High School #2 General Obligation Bonds - $184,680,000",Approved,OVERLOOK 267,100267,372,KP
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 1 School Construction for a Comprehensive High School #2 General Obligation Bonds - $184,680,000",Rejected,OVERLOOK 267,100267,211,KP
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 2 Capital Projects, School Safety and Security and Technology Levies",Yes,OVERLOOK 267,100267,371,KP
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 2 Capital Projects, School Safety and Security and Technology Levies",No,OVERLOOK 267,100267,208,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,OVERLOOK 267,100267,372,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,OVERLOOK 267,100267,211,KP
U.S. Senator,Maria Cantwell,MADRONA 269,100269,265,KP
U.S. Senator,Susan Hutchison,MADRONA 269,100269,259,KP
Congressional District 6 - U.S. Representative,Derek Kilmer,MADRONA 269,100269,310,KP
Congressional District 6 - U.S. Representative,Douglas Dightman,MADRONA 269,100269,210,KP
Supreme Court - Justice Position 2,Susan Owens,MADRONA 269,100269,383,KP
Supreme Court - Justice Position 8,Nathan Choi,MADRONA 269,100269,166,KP
Supreme Court - Justice Position 8,Steve Gonzalez,MADRONA 269,100269,250,KP
Supreme Court - Justice Position 9,Sheryl Gordon McCloud,MADRONA 269,100269,374,KP
"Court of Appeals, Division 2, District 2 - Judge Position 2",Rebecca Glasgow,MADRONA 269,100269,372,KP
Legislative District 26 - State Senator,Emily Randall,MADRONA 269,100269,257,KP
Legislative District 26 - State Senator,Marty McClendon,MADRONA 269,100269,258,KP
Legislative District 26 - State Representative Pos. 1,Connie FitzPatrick,MADRONA 269,100269,246,KP
Legislative District 26 - State Representative Pos. 1,Jesse L. Young,MADRONA 269,100269,269,KP
Legislative District 26 - State Representative Pos. 2,Joy Stanford,MADRONA 269,100269,241,KP
Legislative District 26 - State Representative Pos. 2,Michelle Caldier,MADRONA 269,100269,268,KP
Kitsap County Commissioner District 3,Edward Wolfe,MADRONA 269,100269,373,KP
Kitsap County Assessor,Phil Cook,MADRONA 269,100269,369,KP
Kitsap County Auditor,Paul Andrews,MADRONA 269,100269,287,KP
Kitsap County Auditor,Richard Huddy,MADRONA 269,100269,120,KP
Kitsap County Clerk,Alison Sonntag,MADRONA 269,100269,369,KP
Kitsap County Coroner,Russ Reuther,MADRONA 269,100269,248,KP
Kitsap County Coroner,Jeff Wallis,MADRONA 269,100269,228,KP
Kitsap County Prosecuting Attorney,Chad M. Enright,MADRONA 269,100269,364,KP
Kitsap County Sheriff,Gary L. Simpson,MADRONA 269,100269,372,KP
Kitsap County Treasurer,Meredith Green,MADRONA 269,100269,360,KP
DISTRICT COURT District Court Judge Department 1,Claire A. Bradley,MADRONA 269,100269,369,KP
DISTRICT COURT District Court Judge Department 2,Jeffrey J. Jahns,MADRONA 269,100269,371,KP
DISTRICT COURT District Court Judge Department 3,Marilyn Paja,MADRONA 269,100269,370,KP
DISTRICT COURT District Court Judge Department 4,Kevin P. Kelly,MADRONA 269,100269,373,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Heather Pauley,MADRONA 269,100269,219,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Nate Andrews,MADRONA 269,100269,210,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,MADRONA 269,100269,187,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,MADRONA 269,100269,353,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,MADRONA 269,100269,351,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,MADRONA 269,100269,190,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,MADRONA 269,100269,254,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,MADRONA 269,100269,289,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,MADRONA 269,100269,330,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,MADRONA 269,100269,192,KP
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 1 School Construction for a Comprehensive High School #2 General Obligation Bonds - $184,680,000",Approved,MADRONA 269,100269,336,KP
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 1 School Construction for a Comprehensive High School #2 General Obligation Bonds - $184,680,000",Rejected,MADRONA 269,100269,205,KP
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 2 Capital Projects, School Safety and Security and Technology Levies",Yes,MADRONA 269,100269,350,KP
"SOUTH KITSAP SCHOOL DISTRICT NO. 402 Proposition No. 2 Capital Projects, School Safety and Security and Technology Levies",No,MADRONA 269,100269,191,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,MADRONA 269,100269,276,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,MADRONA 269,100269,261,KP
U.S. Senator,Maria Cantwell,PARKWOOD 270,100270,375,KP
U.S. Senator,Susan Hutchison,PARKWOOD 270,100270,402,KP
Congressional District 6 - U.S. Representative,Derek Kilmer,PARKWOOD 270,100270,443,KP
Congressional District 6 - U.S. Representative,Douglas Dightman,PARKWOOD 270,100270,321,KP
Supreme Court - Justice Position 2,Susan Owens,PARKWOOD 270,100270,522,KP
Supreme Court - Justice Position 8,Nathan Choi,PARKWOOD 270,100270,233,KP
Supreme Court - Justice Position 8,Steve Gonzalez,PARKWOOD 270,100270,348,KP
Supreme Court - Justice Position 9,Sheryl Gordon McCloud,PARKWOOD 270,100270,512,KP
"Court of Appeals, Division 2, District 2 - Judge Position 2",Rebecca Glasgow,PARKWOOD 270,100270,512,KP
Legislative District 26 - State Senator,Emily Randall,PARKWOOD 270,100270,390,KP
Legislative District 26 - State Senator,Marty McClendon,PARKWOOD 270,100270,371,KP
Legislative District 26 - State Representative Pos. 1,Connie FitzPatrick,PARKWOOD 270,100270,357,KP
Legislative District 26 - State Representative Pos. 1,Jesse L. Young,PARKWOOD 270,100270,392,KP
Legislative District 26 - State Representative Pos. 2,Joy Stanford,PARKWOOD 270,100270,337,KP
Legislative District 26 - State Representative Pos. 2,Michelle Caldier,PARKWOOD 270,100270,426,KP
Kitsap County Commissioner District 3,Edward Wolfe,PARKWOOD 270,100270,529,KP
Kitsap County Assessor,Phil Cook,PARKWOOD 270,100270,530,KP
Kitsap County Auditor,Paul Andrews,PARKWOOD 270,100270,417,KP
Kitsap County Auditor,Richard Huddy,PARKWOOD 270,100270,176,KP
Kitsap County Clerk,Alison Sonntag,PARKWOOD 270,100270,544,KP
Kitsap County Coroner,Russ Reuther,PARKWOOD 270,100270,369,KP
Kitsap County Coroner,Jeff Wallis,PARKWOOD 270,100270,327,KP
Kitsap County Prosecuting Attorney,Chad M. Enright,PARKWOOD 270,100270,535,KP
Kitsap County Sheriff,Gary L. Simpson,PARKWOOD 270,100270,554,KP
Kitsap County Treasurer,Meredith Green,PARKWOOD 270,100270,529,KP
DISTRICT COURT District Court Judge Department 1,Claire A. Bradley,PARKWOOD 270,100270,509,KP
DISTRICT COURT District Court Judge Department 2,Jeffrey J. Jahns,PARKWOOD 270,100270,507,KP
DISTRICT COURT District Court Judge Department 3,Marilyn Paja,PARKWOOD 270,100270,509,KP
DISTRICT COURT District Court Judge Department 4,Kevin P. Kelly,PARKWOOD 270,100270,508,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Heather Pauley,PARKWOOD 270,100270,300,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Nate Andrews,PARKWOOD 270,100270,290,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,PARKWOOD 270,100270,287,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,PARKWOOD 270,100270,503,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,PARKWOOD 270,100270,481,KP
